TS代码,股票名称,上市日期,退市日期,跟新时间
002176.SZ,江特电机,20071012,,20071012
002177.SZ,御银股份,20071101,,20071101
002178.SZ,延华智能,20071101,,20071101
002179.SZ,中航光电,20071101,,20071101
002180.SZ,纳思达,20071113,,20071113
002181.SZ,粤传媒,20071116,,20071116
002182.SZ,云海金属,20071113,,20071113
002183.SZ,怡亚通,20071113,,20071113
002184.SZ,海得控制,20071116,,20071116
002185.SZ,华天科技,20071120,,20071120
002186.SZ,全聚德,20071120,,20071120
002187.SZ,广百股份,20071122,,20071122
002188.SZ,*ST巴士,20071122,,20071122
002189.SZ,中光学,20071203,,20071203
002190.SZ,*ST集成,20071203,,20071203
002191.SZ,劲嘉股份,20071205,,20071205
002192.SZ,融捷股份,20071205,,20071205
002193.SZ,如意集团,20071207,,20071207
002194.SZ,武汉凡谷,20071207,,20071207
002195.SZ,二三四五,20071212,,20071212
002196.SZ,方正电机,20071212,,20071212
002197.SZ,证通电子,20071218,,20071218
002198.SZ,嘉应制药,20071218,,20071218
002199.SZ,东晶电子,20071221,,20071221
002200.SZ,*ST云投,20071221,,20071221
002201.SZ,九鼎新材,20071226,,20071226
002202.SZ,金风科技,20071226,,20071226
002203.SZ,海亮股份,20080116,,20080116
002204.SZ,大连重工,20080116,,20080116
002205.SZ,国统股份,20080123,,20080123
002206.SZ,海利得,20080123,,20080123
002207.SZ,ST准油,20080128,,20080128
002208.SZ,合肥城建,20080128,,20080128
002209.SZ,达意隆,20080130,,20080130
002210.SZ,*ST飞马,20080130,,20080130
002211.SZ,宏达新材,20080201,,20080201
002212.SZ,南洋股份,20080201,,20080201
002213.SZ,特尔佳,20080201,,20080201
002214.SZ,大立科技,20080218,,20080218
002215.SZ,诺普信,20080218,,20080218
002216.SZ,三全食品,20080220,,20080220
002217.SZ,合力泰,20080220,,20080220
002218.SZ,拓日新能,20080228,,20080228
002219.SZ,恒康医疗,20080306,,20080306
002220.SZ,ST天宝,20080228,,20080228
002221.SZ,东华能源,20080306,,20080306
002222.SZ,福晶科技,20080319,,20080319
002223.SZ,鱼跃医疗,20080418,,20080418
002224.SZ,三力士,20080425,,20080425
002225.SZ,濮耐股份,20080425,,20080425
002226.SZ,江南化工,20080506,,20080506
002227.SZ,奥特迅,20080506,,20080506
002228.SZ,合兴包装,20080508,,20080508
002229.SZ,鸿博股份,20080508,,20080508
002230.SZ,科大讯飞,20080512,,20080512
002231.SZ,奥维通信,20080512,,20080512
002232.SZ,启明信息,20080509,,20080509
002233.SZ,塔牌集团,20080516,,20080516
002234.SZ,民和股份,20080516,,20080516
002235.SZ,安妮股份,20080516,,20080516
002236.SZ,大华股份,20080520,,20080520
002237.SZ,恒邦股份,20080520,,20080520
002238.SZ,天威视讯,20080526,,20080526
002239.SZ,奥特佳,20080522,,20080522
002240.SZ,威华股份,20080523,,20080523
002241.SZ,歌尔股份,20080522,,20080522
002242.SZ,九阳股份,20080528,,20080528
002243.SZ,通产丽星,20080528,,20080528
002244.SZ,滨江集团,20080529,,20080529
002245.SZ,澳洋顺昌,20080605,,20080605
002246.SZ,北化股份,20080605,,20080605
002247.SZ,聚力文化,20080612,,20080612
002248.SZ,华东数控,20080612,,20080612
002249.SZ,大洋电机,20080619,,20080619
002250.SZ,联化科技,20080619,,20080619
002251.SZ,步步高,20080619,,20080619
002252.SZ,上海莱士,20080623,,20080623
002253.SZ,川大智胜,20080623,,20080623
002254.SZ,泰和新材,20080625,,20080625
002255.SZ,海陆重工,20080625,,20080625
002256.SZ,兆新股份,20080625,,20080625
002258.SZ,利尔化学,20080708,,20080708
002259.SZ,*ST升达,20080716,,20080716
002261.SZ,拓维信息,20080723,,20080723
002262.SZ,恩华药业,20080723,,20080723
002263.SZ,*ST东南,20080728,,20080728
002264.SZ,新华都,20080731,,20080731
002265.SZ,西仪股份,20080806,,20080806
002266.SZ,浙富控股,20080806,,20080806
002267.SZ,陕天然气,20080813,,20080813
002268.SZ,卫士通,20080811,,20080811
002269.SZ,美邦服饰,20080828,,20080828
002270.SZ,华明装备,20080905,,20080905
002271.SZ,东方雨虹,20080910,,20080910
002272.SZ,川润股份,20080919,,20080919
002273.SZ,水晶光电,20080919,,20080919
002274.SZ,华昌化工,20080925,,20080925
002275.SZ,桂林三金,20090710,,20090710
002276.SZ,万马股份,20090710,,20090710
002277.SZ,友阿股份,20090717,,20090717
002278.SZ,神开股份,20090811,,20090811
002279.SZ,久其软件,20090811,,20090811
002280.SZ,联络互动,20090821,,20090821
002281.SZ,光迅科技,20090821,,20090821
002282.SZ,博深股份,20090821,,20090821
002283.SZ,天润曲轴,20090821,,20090821
002284.SZ,亚太股份,20090828,,20090828
002285.SZ,世联行,20090828,,20090828
002286.SZ,保龄宝,20090828,,20090828
002287.SZ,奇正藏药,20090828,,20090828
002288.SZ,超华科技,20090903,,20090903
002289.SZ,*ST宇顺,20090903,,20090903
002290.SZ,*ST中科,20090903,,20090903
002291.SZ,星期六,20090903,,20090903
002292.SZ,奥飞娱乐,20090910,,20090910
002293.SZ,罗莱生活,20090910,,20090910
002294.SZ,信立泰,20090910,,20090910
002295.SZ,精艺股份,20090929,,20090929
002296.SZ,辉煌科技,20090929,,20090929
002297.SZ,博云新材,20090929,,20090929
002298.SZ,中电兴发,20090929,,20090929
002299.SZ,圣农发展,20091021,,20091021
002300.SZ,太阳电缆,20091021,,20091021
002301.SZ,齐心集团,20091021,,20091021
002302.SZ,西部建设,20091103,,20091103
002303.SZ,美盈森,20091103,,20091103
002304.SZ,洋河股份,20091106,,20091106
002305.SZ,南国置业,20091106,,20091106
002306.SZ,ST云网,20091111,,20091111
002307.SZ,北新路桥,20091111,,20091111
002308.SZ,威创股份,20091127,,20091127
002309.SZ,中利集团,20091127,,20091127
002310.SZ,东方园林,20091127,,20091127
002311.SZ,海大集团,20091127,,20091127
002312.SZ,三泰控股,20091203,,20091203
002313.SZ,日海智能,20091203,,20091203
002314.SZ,南山控股,20091203,,20091203
002315.SZ,焦点科技,20091209,,20091209
002316.SZ,亚联发展,20091209,,20091209
002317.SZ,众生药业,20091211,,20091211
002318.SZ,久立特材,20091211,,20091211
002319.SZ,乐通股份,20091211,,20091211
002320.SZ,海峡股份,20091216,,20091216
002321.SZ,华英农业,20091216,,20091216
002322.SZ,理工环科,20091218,,20091218
002323.SZ,ST百特,20091218,,20091218
002324.SZ,普利特,20091218,,20091218
002325.SZ,洪涛股份,20091222,,20091222
002326.SZ,永太科技,20091222,,20091222
002327.SZ,富安娜,20091230,,20091230
002328.SZ,新朋股份,20091230,,20091230
002329.SZ,皇氏集团,20100106,,20100106
002330.SZ,得利斯,20100106,,20100106
002331.SZ,皖通科技,20100106,,20100106
002332.SZ,仙琚制药,20100112,,20100112
002333.SZ,*ST罗普,20100112,,20100112
002334.SZ,英威腾,20100113,,20100113
002335.SZ,科华恒盛,20100113,,20100113
002336.SZ,*ST人乐,20100113,,20100113
002337.SZ,赛象科技,20100115,,20100115
002338.SZ,奥普光电,20100115,,20100115
002339.SZ,积成电子,20100122,,20100122
002340.SZ,格林美,20100122,,20100122
002341.SZ,新纶科技,20100122,,20100122
002342.SZ,巨力索具,20100126,,20100126
002343.SZ,慈文传媒,20100126,,20100126
002344.SZ,海宁皮城,20100126,,20100126
002345.SZ,潮宏基,20100128,,20100128
002346.SZ,柘中股份,20100128,,20100128
002347.SZ,泰尔股份,20100128,,20100128
002348.SZ,高乐股份,20100203,,20100203
002349.SZ,精华制药,20100203,,20100203
002350.SZ,北京科锐,20100203,,20100203
002351.SZ,漫步者,20100205,,20100205
002352.SZ,顺丰控股,20100205,,20100205
002353.SZ,杰瑞股份,20100205,,20100205
002354.SZ,天神娱乐,20100209,,20100209
002355.SZ,兴民智通,20100209,,20100209
002356.SZ,*ST赫美,20100209,,20100209
002357.SZ,富临运业,20100210,,20100210
002358.SZ,森源电气,20100210,,20100210
002359.SZ,*ST北讯,20100210,,20100210
002360.SZ,同德化工,20100303,,20100303
002361.SZ,神剑股份,20100303,,20100303
002362.SZ,汉王科技,20100303,,20100303
002363.SZ,隆基机械,20100305,,20100305
002364.SZ,中恒电气,20100305,,20100305
002365.SZ,永安药业,20100305,,20100305
002366.SZ,台海核电,20100312,,20100312
002367.SZ,康力电梯,20100312,,20100312
002368.SZ,太极股份,20100312,,20100312
002369.SZ,卓翼科技,20100316,,20100316
002370.SZ,亚太药业,20100316,,20100316
002371.SZ,北方华创,20100316,,20100316
002372.SZ,伟星新材,20100318,,20100318
002373.SZ,千方科技,20100318,,20100318
002374.SZ,丽鹏股份,20100318,,20100318
002375.SZ,亚厦股份,20100323,,20100323
002376.SZ,新北洋,20100323,,20100323
002377.SZ,国创高新,20100323,,20100323
002378.SZ,章源钨业,20100331,,20100331
002379.SZ,宏创控股,20100331,,20100331
002380.SZ,科远智慧,20100331,,20100331
002381.SZ,双箭股份,20100402,,20100402
002382.SZ,蓝帆医疗,20100402,,20100402
002383.SZ,合众思壮,20100402,,20100402
002384.SZ,东山精密,20100409,,20100409
002385.SZ,大北农,20100409,,20100409
002386.SZ,天原集团,20100409,,20100409
002387.SZ,维信诺,20100413,,20100413
002388.SZ,新亚制程,20100413,,20100413
002389.SZ,航天彩虹,20100413,,20100413
002390.SZ,信邦制药,20100416,,20100416
002391.SZ,长青股份,20100416,,20100416
002392.SZ,北京利尔,20100423,,20100423
002393.SZ,力生制药,20100423,,20100423
002394.SZ,联发股份,20100423,,20100423
002395.SZ,双象股份,20100429,,20100429
002396.SZ,星网锐捷,20100623,,20100623
002397.SZ,梦洁股份,20100429,,20100429
002398.SZ,垒知集团,20100506,,20100506
002399.SZ,海普瑞,20100506,,20100506
002400.SZ,省广集团,20100506,,20100506
002401.SZ,中远海科,20100506,,20100506
002402.SZ,和而泰,20100511,,20100511
002403.SZ,爱仕达,20100511,,20100511
002404.SZ,嘉欣丝绸,20100511,,20100511
002405.SZ,四维图新,20100518,,20100518
002406.SZ,远东传动,20100518,,20100518
002407.SZ,多氟多,20100518,,20100518
002408.SZ,齐翔腾达,20100518,,20100518
002409.SZ,雅克科技,20100525,,20100525
002410.SZ,广联达,20100525,,20100525
002411.SZ,延安必康,20100525,,20100525
002412.SZ,汉森制药,20100525,,20100525
002413.SZ,雷科防务,20100528,,20100528
002414.SZ,高德红外,20100716,,20100716
002415.SZ,海康威视,20100528,,20100528
002416.SZ,爱施德,20100528,,20100528
002417.SZ,深南股份,20100601,,20100601
002418.SZ,康盛股份,20100601,,20100601
002419.SZ,天虹股份,20100601,,20100601
002420.SZ,*ST毅昌,20100601,,20100601
002421.SZ,达实智能,20100603,,20100603
002422.SZ,科伦药业,20100603,,20100603
002423.SZ,中粮资本,20100603,,20100603
002424.SZ,贵州百灵,20100603,,20100603
002425.SZ,凯撒文化,20100608,,20100608
002426.SZ,胜利精密,20100608,,20100608
002427.SZ,*ST尤夫,20100608,,20100608
002428.SZ,云南锗业,20100608,,20100608
002429.SZ,兆驰股份,20100610,,20100610
002430.SZ,杭氧股份,20100610,,20100610
002431.SZ,棕榈股份,20100610,,20100610
002432.SZ,九安医疗,20100610,,20100610
002433.SZ,太安堂,20100618,,20100618
002434.SZ,万里扬,20100618,,20100618
002435.SZ,长江健康,20100618,,20100618
002436.SZ,兴森科技,20100618,,20100618
002437.SZ,誉衡药业,20100623,,20100623
002438.SZ,江苏神通,20100623,,20100623
002439.SZ,启明星辰,20100623,,20100623
002440.SZ,闰土股份,20100706,,20100706
002441.SZ,众业达,20100706,,20100706
002442.SZ,龙星化工,20100706,,20100706
002443.SZ,金洲管道,20100706,,20100706
002444.SZ,巨星科技,20100713,,20100713
002445.SZ,ST中南,20100713,,20100713
002446.SZ,盛路通信,20100713,,20100713
002447.SZ,晨鑫科技,20100713,,20100713
002448.SZ,中原内配,20100716,,20100716
002449.SZ,国星光电,20100716,,20100716
002450.SZ,*ST康得,20100716,,20100716
002451.SZ,摩恩电气,20100720,,20100720
002452.SZ,长高集团,20100720,,20100720
002453.SZ,华软科技,20100720,,20100720
002454.SZ,松芝股份,20100720,,20100720
002455.SZ,百川股份,20100803,,20100803
002456.SZ,欧菲光,20100803,,20100803
002457.SZ,青龙管业,20100803,,20100803
002458.SZ,益生股份,20100810,,20100810
002459.SZ,晶澳科技,20100810,,20100810
002460.SZ,赣锋锂业,20100810,,20100810
002461.SZ,珠江啤酒,20100818,,20100818
002462.SZ,嘉事堂,20100818,,20100818
002463.SZ,沪电股份,20100818,,20100818
002464.SZ,众应互联,20100831,,20100831
002465.SZ,海格通信,20100831,,20100831
002466.SZ,天齐锂业,20100831,,20100831
002467.SZ,二六三,20100908,,20100908
002468.SZ,申通快递,20100908,,20100908
002469.SZ,三维工程,20100908,,20100908
002470.SZ,金正大,20100908,,20100908
002471.SZ,中超控股,20100910,,20100910
002472.SZ,双环传动,20100910,,20100910
002473.SZ,圣莱达,20100910,,20100910
002474.SZ,榕基软件,20100915,,20100915
002475.SZ,立讯精密,20100915,,20100915
002476.SZ,宝莫股份,20100915,,20100915
002478.SZ,常宝股份,20100921,,20100921
002479.SZ,富春环保,20100921,,20100921
002480.SZ,新筑股份,20100921,,20100921
002481.SZ,双塔食品,20100921,,20100921
002482.SZ,广田集团,20100929,,20100929
002483.SZ,润邦股份,20100929,,20100929
002484.SZ,江海股份,20100929,,20100929
002485.SZ,希努尔,20101015,,20101015
002486.SZ,嘉麟杰,20101015,,20101015
002487.SZ,大金重工,20101015,,20101015
002488.SZ,金固股份,20101021,,20101021
002489.SZ,浙江永强,20101021,,20101021
002490.SZ,山东墨龙,20101021,,20101021
002491.SZ,通鼎互联,20101021,,20101021
002492.SZ,恒基达鑫,20101102,,20101102
002493.SZ,荣盛石化,20101102,,20101102
002494.SZ,华斯股份,20101102,,20101102
002495.SZ,佳隆股份,20101102,,20101102
002496.SZ,辉丰股份,20101109,,20101109
002497.SZ,雅化集团,20101109,,20101109
002498.SZ,汉缆股份,20101109,,20101109
002499.SZ,*ST科林,20101109,,20101109
002500.SZ,山西证券,20101115,,20101115
002501.SZ,*ST利源,20101117,,20101117
002502.SZ,鼎龙文化,20101117,,20101117
002503.SZ,搜于特,20101117,,20101117
002504.SZ,弘高创意,20101118,,20101118
002505.SZ,大康农业,20101118,,20101118
002506.SZ,协鑫集成,20101118,,20101118
002507.SZ,涪陵榨菜,20101123,,20101123
002508.SZ,老板电器,20101123,,20101123
002509.SZ,天广中茂,20101123,,20101123
002510.SZ,天汽模,20101125,,20101125
002511.SZ,中顺洁柔,20101125,,20101125
002512.SZ,达华智能,20101203,,20101203
002513.SZ,蓝丰生化,20101203,,20101203
002514.SZ,宝馨科技,20101203,,20101203
002515.SZ,金字火腿,20101203,,20101203
002516.SZ,旷达科技,20101207,,20101207
002517.SZ,恺英网络,20101207,,20101207
002518.SZ,科士达,20101207,,20101207
002519.SZ,银河电子,20101207,,20101207
002520.SZ,日发精机,20101210,,20101210
002521.SZ,齐峰新材,20101210,,20101210
002522.SZ,浙江众成,20101210,,20101210
002523.SZ,天桥起重,20101210,,20101210
002524.SZ,光正集团,20101217,,20101217
002526.SZ,山东矿机,20101217,,20101217
002527.SZ,新时达,20101224,,20101224
002528.SZ,英飞拓,20101224,,20101224
002529.SZ,海源复材,20101224,,20101224
002530.SZ,金财互联,20101231,,20101231
002531.SZ,天顺风能,20101231,,20101231
002532.SZ,新界泵业,20101231,,20101231
002533.SZ,金杯电工,20101231,,20101231
002534.SZ,杭锅股份,20110110,,20110110
002535.SZ,林州重机,20110111,,20110111
002536.SZ,飞龙股份,20110111,,20110111
002537.SZ,海联金汇,20110110,,20110110
002538.SZ,司尔特,20110118,,20110118
002539.SZ,云图控股,20110118,,20110118
002540.SZ,亚太科技,20110118,,20110118
002541.SZ,鸿路钢构,20110118,,20110118
002542.SZ,中化岩土,20110128,,20110128
002543.SZ,万和电气,20110128,,20110128
002544.SZ,杰赛科技,20110128,,20110128
002545.SZ,东方铁塔,20110211,,20110211
002546.SZ,新联电子,20110211,,20110211
002547.SZ,春兴精工,20110218,,20110218
002548.SZ,金新农,20110218,,20110218
002549.SZ,凯美特气,20110218,,20110218
002550.SZ,千红制药,20110218,,20110218
002551.SZ,尚荣医疗,20110225,,20110225
002552.SZ,宝鼎科技,20110225,,20110225
002553.SZ,南方轴承,20110225,,20110225
002554.SZ,惠博普,20110225,,20110225
002555.SZ,三七互娱,20110302,,20110302
002556.SZ,辉隆股份,20110302,,20110302
002557.SZ,洽洽食品,20110302,,20110302
002558.SZ,巨人网络,20110302,,20110302
002559.SZ,亚威股份,20110303,,20110303
002560.SZ,通达股份,20110303,,20110303
002561.SZ,徐家汇,20110303,,20110303
002562.SZ,兄弟科技,20110310,,20110310
002563.SZ,森马服饰,20110311,,20110311
002564.SZ,天沃科技,20110310,,20110310
002565.SZ,顺灏股份,20110318,,20110318
002566.SZ,益盛药业,20110318,,20110318
002567.SZ,唐人神,20110325,,20110325
002568.SZ,百润股份,20110325,,20110325
002569.SZ,*ST步森,20110412,,20110412
002570.SZ,贝因美,20110412,,20110412
002571.SZ,德力股份,20110412,,20110412
002572.SZ,索菲亚,20110412,,20110412
002573.SZ,清新环境,20110422,,20110422
002574.SZ,明牌珠宝,20110422,,20110422
002575.SZ,群兴玩具,20110422,,20110422
002576.SZ,通达动力,20110428,,20110428
002577.SZ,雷柏科技,20110428,,20110428
002578.SZ,闽发铝业,20110428,,20110428
002579.SZ,中京电子,20110506,,20110506
002580.SZ,圣阳股份,20110506,,20110506
002581.SZ,未名医药,20110520,,20110520
002582.SZ,好想你,20110520,,20110520
002583.SZ,海能达,20110527,,20110527
002584.SZ,西陇科学,20110602,,20110602
002585.SZ,双星新材,20110602,,20110602
002586.SZ,ST围海,20110602,,20110602
002587.SZ,奥拓电子,20110610,,20110610
002588.SZ,史丹利,20110610,,20110610
002589.SZ,瑞康医药,20110610,,20110610
002590.SZ,万安科技,20110610,,20110610
002591.SZ,恒大高新,20110621,,20110621
002592.SZ,八菱科技,20111111,,20111111
002593.SZ,日上集团,20110628,,20110628
002594.SZ,比亚迪,20110630,,20110630
002595.SZ,豪迈科技,20110628,,20110628
002596.SZ,海南瑞泽,20110707,,20110707
002597.SZ,金禾实业,20110707,,20110707
002598.SZ,山东章鼓,20110707,,20110707
002599.SZ,盛通股份,20110715,,20110715
002600.SZ,领益智造,20110715,,20110715
002601.SZ,龙蟒佰利,20110715,,20110715
002602.SZ,世纪华通,20110728,,20110728
002603.SZ,以岭药业,20110728,,20110728
002605.SZ,姚记科技,20110805,,20110805
002606.SZ,大连电瓷,20110805,,20110805
002607.SZ,中公教育,20110810,,20110810
002608.SZ,江苏国信,20110810,,20110810
002609.SZ,捷顺科技,20110815,,20110815
002610.SZ,爱康科技,20110815,,20110815
002611.SZ,东方精工,20110830,,20110830
002612.SZ,朗姿股份,20110830,,20110830
002613.SZ,北玻股份,20110830,,20110830
002614.SZ,奥佳华,20110909,,20110909
002615.SZ,哈尔斯,20110909,,20110909
002616.SZ,长青集团,20110920,,20110920
002617.SZ,露笑科技,20110920,,20110920
002618.SZ,丹邦科技,20110920,,20110920
002619.SZ,艾格拉斯,20110929,,20110929
002620.SZ,瑞和股份,20110929,,20110929
002621.SZ,美吉姆,20110929,,20110929
002622.SZ,融钰集团,20111018,,20111018
002623.SZ,亚玛顿,20111013,,20111013
002624.SZ,完美世界,20111028,,20111028
002625.SZ,光启技术,20111103,,20111103
002626.SZ,金达威,20111028,,20111028
002627.SZ,宜昌交运,20111103,,20111103
002628.SZ,成都路桥,20111103,,20111103
002629.SZ,*ST仁智,20111103,,20111103
002630.SZ,华西能源,20111111,,20111111
002631.SZ,德尔未来,20111111,,20111111
002632.SZ,道明光学,20111122,,20111122
002633.SZ,申科股份,20111122,,20111122
002634.SZ,棒杰股份,20111205,,20111205
002635.SZ,安洁科技,20111125,,20111125
002636.SZ,金安国纪,20111125,,20111125
002637.SZ,赞宇科技,20111125,,20111125
002638.SZ,勤上股份,20111125,,20111125
002639.SZ,雪人股份,20111205,,20111205
002640.SZ,跨境通,20111208,,20111208
002641.SZ,永高股份,20111208,,20111208
002642.SZ,*ST荣联,20111220,,20111220
002643.SZ,万润股份,20111220,,20111220
002644.SZ,佛慈制药,20111222,,20111222
002645.SZ,华宏科技,20111220,,20111220
002646.SZ,青青稞酒,20111222,,20111222
002647.SZ,仁东控股,20111228,,20111228
002648.SZ,卫星石化,20111228,,20111228
002649.SZ,博彦科技,20120106,,20120106
002650.SZ,加加食品,20120106,,20120106
002651.SZ,利君股份,20120106,,20120106
002652.SZ,扬子新材,20120119,,20120119
002653.SZ,海思科,20120117,,20120117
002654.SZ,万润科技,20120217,,20120217
002655.SZ,共达电声,20120217,,20120217
002656.SZ,摩登大道,20120228,,20120228
002657.SZ,中科金财,20120228,,20120228
002658.SZ,雪迪龙,20120309,,20120309
002659.SZ,凯文教育,20120309,,20120309
002660.SZ,茂硕电源,20120316,,20120316
002661.SZ,克明面业,20120316,,20120316
002662.SZ,京威股份,20120309,,20120309
002663.SZ,普邦股份,20120316,,20120316
002664.SZ,长鹰信质,20120316,,20120316
002665.SZ,首航高科,20120327,,20120327
002666.SZ,德联集团,20120327,,20120327
002667.SZ,鞍重股份,20120329,,20120329
002668.SZ,奥马电器,20120416,,20120416
002669.SZ,康达新材,20120416,,20120416
002670.SZ,国盛金控,20120416,,20120416
002671.SZ,龙泉股份,20120426,,20120426
002672.SZ,东江环保,20120426,,20120426
002673.SZ,西部证券,20120503,,20120503
002674.SZ,兴业科技,20120507,,20120507
002675.SZ,东诚药业,20120525,,20120525
002676.SZ,顺威股份,20120525,,20120525
002677.SZ,浙江美大,20120525,,20120525
002678.SZ,珠江钢琴,20120530,,20120530
002679.SZ,福建金森,20120605,,20120605
002681.SZ,奋达科技,20120605,,20120605
002682.SZ,龙洲股份,20120612,,20120612
002683.SZ,宏大爆破,20120612,,20120612
002684.SZ,*ST猛狮,20120612,,20120612
002685.SZ,华东重机,20120612,,20120612
002686.SZ,亿利达,20120703,,20120703
002687.SZ,乔治白,20120713,,20120713
002688.SZ,金河生物,20120713,,20120713
002689.SZ,远大智能,20120717,,20120717
002690.SZ,美亚光电,20120731,,20120731
002691.SZ,冀凯股份,20120731,,20120731
002692.SZ,ST远程,20120808,,20120808
002693.SZ,双成药业,20120808,,20120808
002694.SZ,顾地科技,20120816,,20120816
002695.SZ,煌上煌,20120905,,20120905
002696.SZ,百洋股份,20120905,,20120905
002697.SZ,红旗连锁,20120905,,20120905
002698.SZ,博实股份,20120911,,20120911
002699.SZ,美盛文化,20120911,,20120911
002700.SZ,新疆浩源,20120921,,20120921
002701.SZ,奥瑞金,20121011,,20121011
002702.SZ,海欣食品,20121011,,20121011
002703.SZ,浙江世宝,20121102,,20121102
002705.SZ,新宝股份,20140121,,20140121
002706.SZ,良信电器,20140121,,20140121
002707.SZ,众信旅游,20140123,,20140123
002708.SZ,光洋股份,20140121,,20140121
002709.SZ,天赐材料,20140123,,20140123
002711.SZ,*ST欧浦,20140127,,20140127
002712.SZ,思美传媒,20140123,,20140123
002713.SZ,东易日盛,20140219,,20140219
002714.SZ,牧原股份,20140128,,20140128
002715.SZ,登云股份,20140219,,20140219
002716.SZ,ST金贵,20140128,,20140128
002717.SZ,岭南股份,20140219,,20140219
002718.SZ,友邦吊顶,20140128,,20140128
002719.SZ,麦趣尔,20140128,,20140128
002721.SZ,金一文化,20140127,,20140127
002722.SZ,金轮股份,20140128,,20140128
002723.SZ,金莱特,20140129,,20140129
002724.SZ,海洋王,20141104,,20141104
002725.SZ,跃岭股份,20140129,,20140129
002726.SZ,龙大肉食,20140626,,20140626
002727.SZ,一心堂,20140702,,20140702
002728.SZ,特一药业,20140731,,20140731
002729.SZ,好利来,20140912,,20140912
002730.SZ,电光科技,20141009,,20141009
002731.SZ,萃华珠宝,20141104,,20141104
002732.SZ,燕塘乳业,20141205,,20141205
002733.SZ,雄韬股份,20141203,,20141203
002734.SZ,利民股份,20150127,,20150127
002735.SZ,王子新材,20141203,,20141203
002736.SZ,国信证券,20141229,,20141229
002737.SZ,葵花药业,20141230,,20141230
002738.SZ,中矿资源,20141230,,20141230
002739.SZ,万达电影,20150122,,20150122
002740.SZ,爱迪尔,20150122,,20150122
002741.SZ,光华科技,20150216,,20150216
002742.SZ,三圣股份,20150217,,20150217
002743.SZ,富煌钢构,20150217,,20150217
002745.SZ,木林森,20150217,,20150217
002746.SZ,仙坛股份,20150216,,20150216
002747.SZ,埃斯顿,20150320,,20150320
002748.SZ,世龙实业,20150319,,20150319
002749.SZ,国光股份,20150320,,20150320
002750.SZ,龙津药业,20150324,,20150324
002751.SZ,易尚展示,20150424,,20150424
002752.SZ,昇兴股份,20150422,,20150422
002753.SZ,永东股份,20150519,,20150519
002755.SZ,奥赛康,20150515,,20150515
002756.SZ,永兴材料,20150515,,20150515
002757.SZ,南兴股份,20150527,,20150527
002758.SZ,华通医药,20150527,,20150527
002759.SZ,天际股份,20150528,,20150528
002760.SZ,凤形股份,20150611,,20150611
002761.SZ,多喜爱,20150610,,20150610
002762.SZ,金发拉比,20150610,,20150610
002763.SZ,汇洁股份,20150610,,20150610
002765.SZ,蓝黛传动,20150612,,20150612
002766.SZ,*ST索菱,20150611,,20150611
002767.SZ,先锋电子,20150612,,20150612
002768.SZ,国恩股份,20150630,,20150630
002769.SZ,普路通,20150629,,20150629
002770.SZ,科迪乳业,20150630,,20150630
002771.SZ,真视通,20150629,,20150629
002772.SZ,众兴菌业,20150626,,20150626
002773.SZ,康弘药业,20150626,,20150626
002774.SZ,快意电梯,20170324,,20170324
002775.SZ,文科园林,20150629,,20150629
002776.SZ,柏堡龙,20150626,,20150626
002777.SZ,久远银海,20151231,,20151231
002778.SZ,高科石化,20160106,,20160106
002779.SZ,中坚科技,20151209,,20151209
002780.SZ,三夫户外,20151209,,20151209
002781.SZ,奇信股份,20151222,,20151222
002782.SZ,可立克,20151222,,20151222
002783.SZ,凯龙股份,20151209,,20151209
002785.SZ,万里石,20151223,,20151223
002786.SZ,银宝山新,20151223,,20151223
002787.SZ,华源控股,20151231,,20151231
002788.SZ,鹭燕医药,20160218,,20160218
002789.SZ,建艺集团,20160311,,20160311
002790.SZ,瑞尔特,20160308,,20160308
002791.SZ,坚朗五金,20160329,,20160329
002792.SZ,通宇通讯,20160328,,20160328
002793.SZ,东音股份,20160415,,20160415
002795.SZ,永和智控,20160428,,20160428
002796.SZ,世嘉科技,20160510,,20160510
002797.SZ,第一创业,20160511,,20160511
002798.SZ,帝欧家居,20160525,,20160525
002799.SZ,环球印务,20160608,,20160608
002800.SZ,天顺股份,20160530,,20160530
002801.SZ,微光股份,20160622,,20160622
002802.SZ,洪汇新材,20160629,,20160629
002803.SZ,吉宏股份,20160712,,20160712
002805.SZ,丰元股份,20160707,,20160707
002806.SZ,华锋股份,20160726,,20160726
002807.SZ,江阴银行,20160902,,20160902
002808.SZ,恒久科技,20160812,,20160812
002809.SZ,红墙股份,20160823,,20160823
002810.SZ,山东赫达,20160826,,20160826
002811.SZ,亚泰国际,20160908,,20160908
002812.SZ,恩捷股份,20160914,,20160914
002813.SZ,路畅科技,20161012,,20161012
002815.SZ,崇达技术,20161012,,20161012
002816.SZ,和科达,20161025,,20161025
002817.SZ,黄山胶囊,20161025,,20161025
002818.SZ,富森美,20161109,,20161109
002819.SZ,东方中科,20161111,,20161111
002820.SZ,桂发祥,20161118,,20161118
002821.SZ,凯莱英,20161118,,20161118
002822.SZ,中装建设,20161129,,20161129
002823.SZ,凯中精密,20161124,,20161124
002824.SZ,和胜股份,20170112,,20170112
002825.SZ,纳尔股份,20161129,,20161129
002826.SZ,易明医药,20161209,,20161209
002827.SZ,高争民爆,20161209,,20161209
002828.SZ,贝肯能源,20161208,,20161208
